"previousstatus","currentstatus","startdate","enddate","supportprojectstatuslog2supportproject","changetype"
1,3,"2019-05-07","2020-03-02",192,0
3,9,"2020-03-04",NULL,192,1
4,3,"2020-03-02","2020-03-04",192,0
1,3,"2019-05-08",NULL,193,0
4,5,"2020-05-07","2020-05-07",193,0
5,6,"2020-05-07",NULL,193,0
0,1,"2019-05-10","2019-05-14",194,0
1,3,"2019-05-14","2019-11-06",194,0
4,3,"2020-04-13","2020-05-19",194,0
4,3,"2019-11-06","2020-02-18",194,0
4,3,"2020-07-09",NULL,194,0
4,3,"2020-05-19","2020-07-09",194,0
4,3,"2020-02-18","2020-04-13",194,0
1,3,"2019-05-24","2019-09-03",195,0
3,4,"2019-09-03","2019-09-10",195,0
5,6,"2019-09-10","2019-09-10",195,0
6,8,"2019-09-10",NULL,195,0
1,3,"2019-05-13",NULL,196,0
1,3,"2019-05-24","2020-01-05",197,0
3,9,"2020-01-05","2020-01-29",197,1
4,3,"2020-02-19",NULL,197,0
9,3,"2020-01-29","2020-02-19",197,0
1,3,"2019-10-24","2020-01-31",198,0
3,9,"2020-01-31","2020-02-18",198,1
9,7,"2020-02-18",NULL,198,0
1,3,"2019-06-12","2020-03-05",199,0
4,3,"2020-06-03",NULL,199,0
4,5,"2020-07-20",NULL,199,0
4,5,"2020-07-20",NULL,199,0
4,3,"2020-03-05","2020-06-03",199,0
5,5,"2020-09-07",NULL,199,0
1,3,"2019-05-17","2019-05-17",200,0
3,4,"2019-05-17","2019-09-27",200,0
5,6,"2019-09-27","2019-09-27",200,0
6,8,"2019-09-27",NULL,200,0
1,4,"2020-05-26",NULL,201,0
1,3,"2020-05-26","2020-05-26",202,0
3,4,"2020-05-26",NULL,202,0
1,3,"2019-06-13",NULL,203,0
1,3,"2019-05-28","2019-10-10",204,0
4,3,"2019-10-10",NULL,204,0
4,5,"2020-04-28",NULL,204,0
5,5,"2020-04-28","2020-05-12",204,0
5,6,"2020-05-12",NULL,204,0
1,4,"2019-07-11",NULL,205,0
4,5,"2020-05-26","2020-05-26",205,0
5,6,"2020-05-26","2020-07-30",205,0
6,8,"2020-07-30",NULL,205,0
1,3,"2019-06-06",NULL,206,0
1,3,"2019-05-29",NULL,207,0
4,5,"2020-04-01","2020-04-14",207,0
5,6,"2020-04-14",NULL,207,0
1,3,"2019-10-25","2020-01-18",208,0
3,4,"2020-01-18",NULL,208,0
4,5,"2020-01-24","2020-03-13",208,0
5,6,"2020-03-13",NULL,208,0
1,9,"2020-02-18",NULL,209,1
1,4,"2019-06-04","2020-01-16",210,0
3,9,"2020-01-16",NULL,210,1
4,3,"2020-01-16","2020-01-16",210,0
1,4,"2019-06-04","2020-03-30",211,0
4,6,"2020-03-30",NULL,211,0
1,9,"2019-06-13","2019-10-08",212,1
9,7,"2019-10-08",NULL,212,0
1,3,"2019-06-28","2019-07-10",213,0
3,4,"2019-07-10","2019-11-29",213,0
5,6,"2019-11-29",NULL,213,0
0,1,"2019-06-10","2019-06-19",214,0
1,3,"2019-06-19","2020-02-18",214,0
4,3,"2020-02-18","2020-04-06",214,0
4,3,"2020-06-16",NULL,214,0
4,3,"2020-04-06","2020-06-16",214,0
4,5,"2020-08-05",NULL,214,0
1,3,"2019-06-12",NULL,215,0
4,5,"2020-05-22","2020-05-22",215,0
5,6,"2020-05-22",NULL,215,0
1,3,"2019-06-15","2020-03-21",216,0
3,9,"2020-03-21",NULL,216,1
4,3,"2020-03-21","2020-03-21",216,0
1,9,"2019-09-23","2019-09-23",217,1
9,7,"2019-09-23",NULL,217,0
1,3,"2019-06-14","2019-06-17",218,0
3,9,"2019-06-17","2020-05-13",218,1
7,10,"2020-05-13",NULL,218,0
9,7,"2020-05-13",NULL,218,0
1,3,"2019-06-19",NULL,219,0
4,5,"2020-05-22","2020-05-22",219,0
5,6,"2020-05-22",NULL,219,0
1,3,"2019-07-09","2019-10-22",220,0
4,3,"2019-10-22",NULL,220,0
1,3,"2019-10-26","2020-02-18",221,0
4,3,"2020-02-18","2020-05-13",221,0
4,3,"2020-05-13",NULL,221,0
1,9,"2019-11-23",NULL,222,1
1,3,"2019-07-09","2019-12-19",223,0
3,4,"2019-12-19",NULL,223,0
4,5,"2020-05-22","2020-05-22",223,0
5,6,"2020-05-22",NULL,223,0
1,9,"2019-07-04","2019-07-16",224,1
9,7,"2019-07-16",NULL,224,0
1,3,"2019-06-26",NULL,225,0
4,5,"2020-01-28",NULL,225,0
4,5,"2020-01-28",NULL,225,0
4,5,"2020-01-28",NULL,225,0
4,5,"2020-02-06","2020-03-06",225,0
5,6,"2020-03-06",NULL,225,0
1,3,"2019-07-09",NULL,226,0
4,5,"2020-05-22","2020-05-22",226,0
5,6,"2020-05-22",NULL,226,0
1,3,"2019-09-30","2020-03-02",227,0
3,9,"2020-03-04",NULL,227,1
4,3,"2020-03-02","2020-03-04",227,0
1,9,"2019-11-23",NULL,228,1
1,3,"2019-11-01","2020-03-02",229,0
4,3,"2020-03-02","2020-04-18",229,0
4,3,"2020-04-18",NULL,229,0
1,3,"2019-09-21",NULL,230,0
1,3,"2019-07-02",NULL,231,0
1,3,"2019-07-31",NULL,233,0
4,5,"2020-05-25","2020-05-25",233,0
5,6,"2020-05-25",NULL,233,0
1,9,"2020-07-30",NULL,234,1
1,3,"2019-08-05",NULL,235,0
1,3,"2019-07-09","2019-09-11",236,0
3,4,"2019-09-12","2020-02-06",236,0
4,3,"2019-09-11","2019-09-12",236,0
5,6,"2020-02-06",NULL,236,0
1,3,"2019-07-09",NULL,237,0
0,1,"2019-07-12","2019-09-11",238,0
1,4,"2019-09-11",NULL,238,0
1,3,"2019-12-04","2020-05-19",239,0
3,9,"2020-05-19",NULL,239,1
0,1,"2019-07-10","2019-11-11",240,0
1,9,"2019-11-11","2019-11-11",240,1
9,7,"2019-11-11",NULL,240,0
1,4,"2019-09-11",NULL,241,0
0,1,"2019-07-15","2020-05-26",242,0
1,3,"2020-05-26",NULL,242,0
1,9,"2019-09-27","2019-11-13",243,1
1,3,"2019-11-22","2020-05-28",243,0
4,3,"2020-05-28",NULL,243,0
9,1,"2019-11-13","2019-11-22",243,0
1,3,"2019-08-05","2019-10-02",244,0
5,6,"2019-10-02",NULL,244,0
0,1,"2019-07-29","2019-07-31",246,0
1,3,"2019-07-31","2020-02-07",246,0
4,3,"2020-02-07",NULL,246,0
1,3,"2019-07-31","2019-10-03",247,0
4,3,"2020-06-09",NULL,247,0
4,3,"2019-10-03","2020-01-30",247,0
4,3,"2020-01-30","2020-06-09",247,0
1,9,"2019-09-10",NULL,248,1
1,9,"2020-01-19","2020-01-19",249,1
9,7,"2020-01-19",NULL,249,0
1,3,"2019-08-30",NULL,250,0
0,1,"2019-09-16","2019-10-10",251,0
1,3,"2019-10-10",NULL,251,0
1,4,"2019-08-19",NULL,253,0
1,9,"2019-09-24","2019-09-24",254,1
9,7,"2019-09-24",NULL,254,0
1,3,"2019-09-24","2020-06-22",256,0
4,6,"2020-06-22",NULL,256,0
1,9,"2019-09-26","2019-09-26",257,1
9,7,"2019-09-26",NULL,257,0
1,9,"2020-04-14","2020-04-24",258,1
1,3,"2020-04-24",NULL,258,0
9,1,"2020-04-24","2020-04-24",258,0
1,9,"2020-05-26","2020-05-26",259,1
9,7,"2020-05-26",NULL,259,0
1,3,"2019-09-05",NULL,260,0
1,3,"2019-11-04",NULL,261,0
0,1,"2019-09-07","2019-09-16",262,0
1,3,"2019-09-16","2019-09-30",262,0
3,4,"2019-09-30","2019-12-19",262,0
5,6,"2019-12-19",NULL,262,0
1,4,"2019-10-11",NULL,263,0
4,5,"2020-05-19","2020-05-19",263,0
5,6,"2020-05-19",NULL,263,0
1,9,"2020-02-04","2020-02-04",264,1
7,10,"2020-02-04",NULL,264,0
9,7,"2020-02-04",NULL,264,0
1,4,"2019-09-11","2019-11-04",265,0
4,6,"2020-06-11",NULL,265,0
4,3,"2019-11-04","2020-06-11",265,0
1,9,"2019-09-19","2019-10-10",266,1
9,7,"2019-10-10",NULL,266,0
1,3,"2019-10-10","2019-12-11",267,0
3,4,"2019-12-11",NULL,267,0
1,3,"2019-09-21","2020-02-20",268,0
3,9,"2020-02-20","2020-04-14",268,1
4,3,"2020-02-20","2020-02-20",268,0
9,7,"2020-04-14",NULL,268,0
1,3,"2019-10-08","2020-01-16",269,0
3,9,"2020-04-14",NULL,269,1
4,3,"2020-04-14","2020-04-14",269,0
4,3,"2020-01-16","2020-04-14",269,0
1,3,"2019-11-26",NULL,270,0
1,9,"2020-02-10","2020-02-10",271,1
9,7,"2020-02-10",NULL,271,0
1,3,"2019-09-30","2020-02-27",272,0
1,3,"2019-09-30","2019-09-30",272,0
3,1,"2019-09-30","2019-09-30",272,0
4,6,"2020-02-27",NULL,272,0
1,9,"2020-03-31",NULL,273,1
1,3,"2019-10-10","2020-02-17",274,0
3,9,"2020-02-27","2020-02-27",274,1
4,3,"2020-02-17","2020-02-27",274,0
9,7,"2020-02-27",NULL,274,0
1,3,"2019-10-10","2020-04-21",275,0
4,3,"2020-04-21",NULL,275,0
1,4,"2019-10-08",NULL,276,0
1,3,"2019-10-08",NULL,277,0
4,5,"2020-02-11","2020-02-12",277,0
5,6,"2020-02-12",NULL,277,0
1,9,"2019-11-28",NULL,278,1
1,9,"2020-03-31",NULL,279,1
1,3,"2019-10-08","2019-11-14",280,0
3,4,"2019-11-14","2020-02-14",280,0
5,6,"2020-02-14",NULL,280,0
1,3,"2019-10-12",NULL,281,0
0,1,"2019-10-11","2019-10-16",282,0
1,3,"2019-10-16","2020-03-03",282,0
4,3,"2020-03-03","2020-06-08",282,0
4,3,"2020-06-08",NULL,282,0
1,3,"2019-10-11","2020-02-27",283,0
3,4,"2020-08-28","2020-08-28",283,0
4,3,"2020-04-18","2020-08-28",283,0
4,3,"2020-02-27","2020-04-18",283,0
4,3,"2020-08-28",NULL,283,0
1,3,"2019-10-16",NULL,284,0
1,4,"2019-10-14",NULL,285,0
4,5,"2020-03-02","2020-03-02",285,0
5,6,"2020-03-02",NULL,285,0
1,3,"2019-12-09",NULL,286,0
1,3,"2019-10-30",NULL,287,0
1,3,"2020-03-31","2020-05-21",288,0
3,4,"2020-05-21",NULL,288,0
1,3,"2020-01-24","2020-08-25",289,0
4,3,"2020-08-25",NULL,289,0
1,9,"2020-01-16","2020-07-13",290,1
9,7,"2020-07-13",NULL,290,0
1,4,"2019-10-29",NULL,291,0
4,5,"2020-02-14","2020-03-02",291,0
5,6,"2020-03-02",NULL,291,0
1,4,"2019-10-29",NULL,292,0
4,5,"2020-03-02","2020-03-02",292,0
5,6,"2020-03-02",NULL,292,0
1,4,"2019-10-29",NULL,293,0
4,5,"2020-03-02","2020-03-02",293,0
5,6,"2020-03-02",NULL,293,0
1,3,"2019-11-14","2020-07-23",294,0
4,6,"2020-07-23",NULL,294,0
1,3,"2019-11-01",NULL,295,0
1,3,"2019-11-01","2020-03-02",296,0
4,5,"2020-08-03",NULL,296,0
4,3,"2020-03-02",NULL,296,0
5,5,"2020-08-18",NULL,296,0
5,5,"2020-08-18",NULL,296,0
5,5,"2020-08-03",NULL,296,0
1,9,"2019-11-14","2019-11-14",297,1
7,10,"2020-02-21",NULL,297,0
9,7,"2019-11-14",NULL,297,0
1,3,"2020-01-31","2020-05-13",298,0
3,9,"2020-07-30",NULL,298,1
4,3,"2020-05-13","2020-07-30",298,0
1,3,"2019-12-18","2020-03-09",299,0
4,3,"2020-03-09",NULL,299,0
1,3,"2019-11-22","2020-03-23",300,0
4,3,"2020-07-07",NULL,300,0
4,3,"2020-03-23","2020-07-07",300,0
0,1,"2019-11-07","2019-11-19",301,0
1,3,"2019-11-19",NULL,301,0
1,3,"2019-11-15",NULL,302,0
1,4,"2019-11-12",NULL,303,0
1,3,"2019-11-12",NULL,304,0
1,3,"2020-01-22",NULL,305,0
1,3,"2020-02-14","2020-07-30",306,0
3,9,"2020-07-30",NULL,306,1
4,3,"2020-07-30","2020-07-30",306,0
1,3,"2020-01-31","2020-05-13",307,0
3,4,"2020-07-30",NULL,307,0
4,3,"2020-05-13","2020-07-30",307,0
1,3,"2020-01-30","2020-09-07",308,0
3,4,"2020-09-07",NULL,308,0
1,3,"2019-11-19",NULL,309,0
4,5,"2020-03-02","2020-03-02",309,0
5,6,"2020-03-02",NULL,309,0
1,3,"2019-12-02","2019-12-03",310,0
3,9,"2019-12-03",NULL,310,1
1,3,"2019-11-21",NULL,311,0
4,5,"2020-03-03",NULL,311,0
4,5,"2020-03-03","2020-03-03",311,0
5,6,"2020-03-03",NULL,311,0
1,3,"2020-03-31",NULL,312,0
1,3,"2019-11-21",NULL,313,0
1,3,"2019-11-25",NULL,314,0
1,3,"2019-11-27",NULL,318,0
0,1,"2019-11-27","2020-07-23",319,0
1,9,"2020-07-23",NULL,319,1
1,3,"2020-01-30","2020-01-30",320,0
3,4,"2020-01-30","2020-01-31",320,0
4,6,"2020-01-31",NULL,320,0
1,3,"2019-12-02","2020-05-12",321,0
4,3,"2020-07-07",NULL,321,0
4,3,"2020-05-12","2020-07-07",321,0
1,4,"2020-01-31",NULL,322,0
4,5,"2020-06-03",NULL,322,0
4,5,"2020-06-03","2020-06-11",322,0
5,6,"2020-06-11",NULL,322,0
1,4,"2020-01-31",NULL,323,0
0,1,"2019-12-04","2020-01-31",324,0
1,4,"2020-01-31",NULL,324,0
1,3,"2020-02-17","2020-05-13",325,0
4,3,"2020-05-13",NULL,325,0
1,3,"2020-01-20","2020-06-09",326,0
4,3,"2020-06-09",NULL,326,0
1,3,"2019-12-11",NULL,329,0
4,5,"2020-03-03","2020-03-03",329,0
5,6,"2020-03-03",NULL,329,0
1,3,"2019-12-13",NULL,330,0
4,5,"2020-03-04",NULL,330,0
5,5,"2020-03-04","2020-03-04",330,0
5,6,"2020-03-04",NULL,330,0
1,3,"2020-02-18","2020-05-12",331,0
4,3,"2020-05-12",NULL,331,0
0,9,"2020-02-18","2020-02-18",332,1
7,10,"2020-02-18",NULL,332,0
9,7,"2020-02-18",NULL,332,0
1,9,"2020-07-15",NULL,333,1
100,1,"2020-01-02","2020-07-15",333,0
0,1,"2020-01-02","2020-07-15",334,0
1,3,"2020-07-15",NULL,334,0
1,3,"2020-01-17","2020-03-24",335,0
4,6,"2020-03-24",NULL,335,0
100,1,"2020-01-07","2020-01-17",335,0
1,3,"2020-03-04",NULL,336,0
100,1,"2020-01-08","2020-03-04",336,0
1,4,"2020-01-19",NULL,337,0
100,1,"2020-01-13","2020-01-19",337,0
1,9,"2020-01-19","2020-06-15",338,1
1,3,"2020-06-21",NULL,338,0
9,1,"2020-06-15","2020-06-21",338,0
100,1,"2020-01-14","2020-01-19",338,0
1,3,"2020-02-04",NULL,339,0
100,1,"2020-01-15","2020-02-04",339,0
1,3,"2020-01-20",NULL,340,0
4,5,"2020-02-13",NULL,340,0
4,5,"2020-02-13",NULL,340,0
4,5,"2020-04-07",NULL,340,0
4,5,"2020-02-13",NULL,340,0
4,5,"2020-04-07",NULL,340,0
4,5,"2020-04-07","2020-04-07",340,0
5,6,"2020-04-07",NULL,340,0
100,1,"2020-01-15","2020-01-20",340,0
1,3,"2020-01-23",NULL,341,0
100,1,"2020-01-16","2020-01-23",341,0
1,3,"2020-02-09",NULL,342,0
100,1,"2020-01-17","2020-02-09",342,0
1,3,"2020-02-24",NULL,343,0
100,1,"2020-01-18","2020-02-24",343,0
1,9,"2020-03-02","2020-03-02",344,1
7,10,"2020-03-11",NULL,344,0
9,7,"2020-03-02",NULL,344,0
100,1,"2020-01-18","2020-03-02",344,0
1,9,"2020-03-02","2020-03-02",345,1
7,10,"2020-03-02",NULL,345,0
9,7,"2020-03-02",NULL,345,0
100,1,"2020-01-18","2020-03-02",345,0
1,3,"2020-06-07","2020-06-15",346,0
3,9,"2020-06-15","2020-06-15",346,1
7,10,"2020-06-15",NULL,346,0
9,7,"2020-06-15",NULL,346,0
100,1,"2020-01-19","2020-06-07",346,0
1,3,"2020-02-10","2020-06-15",347,0
3,9,"2020-06-15","2020-06-15",347,1
4,3,"2020-06-15","2020-06-15",347,0
9,7,"2020-06-15",NULL,347,0
100,1,"2020-01-19","2020-02-10",347,0
1,3,"2020-02-04",NULL,348,0
100,1,"2020-01-21","2020-02-04",348,0
1,3,"2020-01-30","2020-01-30",350,0
3,9,"2020-01-30","2020-01-30",350,1
7,10,"2020-01-30",NULL,350,0
9,7,"2020-01-30",NULL,350,0
100,1,"2020-01-23","2020-01-30",350,0
1,3,"2020-01-31",NULL,351,0
100,1,"2020-01-23","2020-01-31",351,0
1,3,"2020-01-24",NULL,352,0
4,5,"2020-04-06",NULL,352,0
4,5,"2020-02-17",NULL,352,0
4,5,"2020-04-07","2020-05-13",352,0
5,6,"2020-05-13",NULL,352,0
100,1,"2020-01-24","2020-01-24",352,0
1,9,"2020-02-18","2020-02-18",353,1
7,10,"2020-02-21",NULL,353,0
9,7,"2020-02-18",NULL,353,0
100,1,"2020-01-24","2020-02-18",353,0
1,3,"2020-02-24",NULL,354,0
100,1,"2020-01-25","2020-02-24",354,0
1,9,"2020-02-18","2020-02-18",356,1
7,10,"2020-02-21",NULL,356,0
9,7,"2020-02-18",NULL,356,0
100,1,"2020-01-30","2020-02-18",356,0
0,1,"2020-01-30","2020-02-14",357,0
1,3,"2020-02-14","2020-05-13",357,0
4,3,"2020-07-30",NULL,357,0
4,3,"2020-05-13","2020-07-30",357,0
0,1,"2020-02-04","2020-02-04",358,0
1,3,"2020-02-04",NULL,358,0
1,3,"2020-03-09",NULL,359,0
100,1,"2020-02-04","2020-03-09",359,0
1,3,"2020-02-18","2020-06-09",360,0
3,4,"2020-07-20",NULL,360,0
4,5,"2020-07-21",NULL,360,0
4,3,"2020-06-09","2020-07-20",360,0
4,5,"2020-07-30",NULL,360,0
4,5,"2020-07-30",NULL,360,0
4,5,"2020-07-30",NULL,360,0
4,5,"2020-07-21",NULL,360,0
5,6,"2020-08-03",NULL,360,0
5,5,"2020-08-03","2020-08-03",360,0
100,1,"2020-02-06","2020-02-18",360,0
1,3,"2020-02-18",NULL,361,0
4,5,"2020-04-07",NULL,361,0
4,5,"2020-04-07",NULL,361,0
4,5,"2020-03-30",NULL,361,0
4,5,"2020-03-30",NULL,361,0
5,5,"2020-04-07",NULL,361,0
5,5,"2020-04-07","2020-05-07",361,0
5,6,"2020-05-07",NULL,361,0
100,1,"2020-02-06","2020-02-18",361,0
0,1,"2020-02-09","2020-07-30",363,0
1,9,"2020-07-30","2020-07-30",363,1
7,10,"2020-07-30",NULL,363,0
9,7,"2020-07-30",NULL,363,0
1,3,"2020-05-04",NULL,364,0
100,1,"2020-02-09","2020-05-04",364,0
1,3,"2020-03-05","2020-06-22",365,0
4,3,"2020-06-22",NULL,365,0
100,1,"2020-02-11","2020-03-05",365,0
1,3,"2020-02-19","2020-06-09",367,0
3,9,"2020-06-09",NULL,367,1
100,1,"2020-02-11","2020-02-19",367,0
1,9,"2020-07-15","2020-08-19",368,1
7,10,"2020-08-20",NULL,368,0
9,7,"2020-08-19",NULL,368,0
100,1,"2020-02-13","2020-07-15",368,0
1,4,"2020-07-08",NULL,369,0
4,5,"2020-08-17",NULL,369,0
5,5,"2020-08-18",NULL,369,0
5,6,"2020-08-19","2020-09-01",369,0
5,5,"2020-08-19","2020-08-19",369,0
5,5,"2020-08-19",NULL,369,0
6,8,"2020-09-01",NULL,369,0
100,1,"2020-02-13","2020-07-08",369,0
1,3,"2020-05-13",NULL,370,0
100,1,"2020-02-15","2020-05-13",370,0
1,3,"2020-02-20",NULL,371,0
100,1,"2020-02-18","2020-02-20",371,0
0,9,"2020-02-20","2020-02-20",372,1
0,1,"2020-03-10","2020-03-26",372,0
1,4,"2020-03-26",NULL,372,0
9,0,"2020-02-20","2020-03-10",372,0
0,1,"2020-02-21","2020-02-21",373,0
1,9,"2020-02-21","2020-02-21",373,1
7,10,"2020-02-21",NULL,373,0
9,7,"2020-02-21",NULL,373,0
0,9,"2020-02-21","2020-02-21",374,1
7,10,"2020-02-21",NULL,374,0
9,7,"2020-02-21",NULL,374,0
1,9,"2020-02-21","2020-02-21",375,1
7,10,"2020-02-21",NULL,375,0
9,7,"2020-02-21",NULL,375,0
100,1,"2020-02-21","2020-02-21",375,0
1,9,"2020-02-21","2020-02-21",376,1
7,10,"2020-02-21",NULL,376,0
9,7,"2020-02-21",NULL,376,0
100,1,"2020-02-21","2020-02-21",376,0
1,9,"2020-02-24","2020-02-24",377,1
7,10,"2020-02-24",NULL,377,0
9,7,"2020-02-24",NULL,377,0
100,1,"2020-02-24","2020-02-24",377,0
1,4,"2020-02-25",NULL,378,0
4,5,"2020-03-07","2020-03-07",378,0
5,6,"2020-03-07",NULL,378,0
100,1,"2020-02-25","2020-02-25",378,0
1,3,"2020-02-25","2020-02-25",379,0
3,4,"2020-02-25",NULL,379,0
100,1,"2020-02-25","2020-02-25",379,0
0,1,"2020-03-06","2020-03-09",380,0
1,3,"2020-03-09",NULL,380,0
0,1,"2020-03-06","2020-03-09",381,0
1,3,"2020-03-09","2020-04-18",381,0
3,4,"2020-09-07",NULL,381,0
4,3,"2020-04-18","2020-09-07",381,0
1,3,"2020-03-02",NULL,382,0
100,1,"2020-03-01","2020-03-02",382,0
1,4,"2020-03-02",NULL,383,0
4,5,"2020-03-31",NULL,383,0
5,6,"2020-05-13",NULL,383,0
5,5,"2020-05-13","2020-05-13",383,0
100,1,"2020-03-01","2020-03-02",383,0
1,9,"2020-07-31",NULL,385,1
100,1,"2020-03-03","2020-07-31",385,0
1,3,"2020-03-09","2020-04-18",386,0
4,3,"2020-04-18",NULL,386,0
100,1,"2020-03-06","2020-03-09",386,0
1,3,"2020-06-07",NULL,387,0
100,1,"2020-03-17","2020-06-07",387,0
100,1,"2020-03-17",NULL,388,0
1,4,"2020-05-06",NULL,389,0
100,1,"2020-03-19","2020-05-06",389,0
1,3,"2020-04-07","2020-08-04",390,0
3,4,"2020-08-04",NULL,390,0
4,5,"2020-08-17",NULL,390,0
4,5,"2020-08-17",NULL,390,0
5,5,"2020-08-27",NULL,390,0
5,5,"2020-08-25",NULL,390,0
100,1,"2020-03-21","2020-04-07",390,0
100,1,"2020-03-23",NULL,391,0
1,3,"2020-04-01",NULL,392,0
100,1,"2020-04-01","2020-04-01",392,0
1,9,"2020-04-02","2020-04-02",393,1
7,10,"2020-04-02",NULL,393,0
9,7,"2020-04-02",NULL,393,0
100,1,"2020-04-02","2020-04-02",393,0
1,3,"2020-04-09",NULL,394,0
100,1,"2020-04-06","2020-04-09",394,0
1,9,"2020-04-13","2020-04-13",395,1
7,10,"2020-04-13",NULL,395,0
9,7,"2020-04-13",NULL,395,0
100,1,"2020-04-13","2020-04-13",395,0
1,4,"2020-05-26","2020-06-30",396,0
4,6,"2020-06-30",NULL,396,0
100,1,"2020-04-13","2020-05-26",396,0
1,9,"2020-04-16","2020-04-16",397,1
7,10,"2020-04-16",NULL,397,0
9,7,"2020-04-16",NULL,397,0
100,1,"2020-04-16","2020-04-16",397,0
1,3,"2020-04-18",NULL,398,0
100,1,"2020-04-16","2020-04-18",398,0
1,3,"2020-04-18",NULL,399,0
100,1,"2020-04-17","2020-04-18",399,0
1,3,"2020-05-26",NULL,400,0
100,1,"2020-04-17","2020-05-26",400,0
1,9,"2020-04-29","2020-04-29",401,1
7,10,"2020-04-29",NULL,401,0
9,7,"2020-04-29",NULL,401,0
100,1,"2020-04-21","2020-04-29",401,0
1,3,"2020-09-03",NULL,402,0
100,1,"2020-04-22","2020-09-03",402,0
1,4,"2020-05-26","2020-07-15",403,0
4,6,"2020-07-15",NULL,403,0
100,1,"2020-04-29","2020-05-26",403,0
1,3,"2020-05-05",NULL,404,0
100,1,"2020-05-05","2020-05-05",404,0
1,3,"2020-05-12","2020-05-21",405,0
3,4,"2020-05-21",NULL,405,0
4,5,"2020-05-28",NULL,405,0
5,5,"2020-05-28",NULL,405,0
100,1,"2020-05-08","2020-05-12",405,0
1,3,"2020-05-13","2020-05-25",406,0
4,6,"2020-05-25",NULL,406,0
100,1,"2020-05-11","2020-05-13",406,0
1,3,"2020-06-04",NULL,407,0
100,1,"2020-05-14","2020-06-04",407,0
0,1,"2020-05-22","2020-07-15",408,0
1,3,"2020-07-15",NULL,408,0
1,3,"2020-06-07",NULL,409,0
100,1,"2020-05-23","2020-06-07",409,0
1,3,"2020-06-10",NULL,410,0
100,1,"2020-05-26","2020-06-10",410,0
1,3,"2020-06-10",NULL,411,0
100,1,"2020-05-26","2020-06-10",411,0
1,3,"2020-06-04",NULL,412,0
100,1,"2020-06-02","2020-06-04",412,0
1,3,"2020-07-15",NULL,413,0
100,1,"2020-06-08","2020-07-15",413,0
1,3,"2020-07-30",NULL,414,0
100,1,"2020-06-08","2020-07-30",414,0
1,3,"2020-06-12",NULL,415,0
100,1,"2020-06-09","2020-06-12",415,0
100,1,"2020-06-12",NULL,416,0
1,3,"2020-06-15",NULL,417,0
100,1,"2020-06-15","2020-06-15",417,0
0,1,"2020-07-05",NULL,418,0
1,4,"2020-06-25",NULL,419,0
100,1,"2020-06-25","2020-06-25",419,0
1,3,"2020-07-30",NULL,420,0
100,1,"2020-06-25","2020-07-30",420,0
1,3,"2020-07-21",NULL,421,0
100,1,"2020-07-01","2020-07-21",421,0
1,3,"2020-07-15",NULL,422,0
100,1,"2020-07-03","2020-07-15",422,0
1,3,"2020-07-15",NULL,423,0
100,1,"2020-07-03","2020-07-15",423,0
1,3,"2020-07-15",NULL,424,0
100,1,"2020-07-03","2020-07-15",424,0
1,3,"2020-07-15",NULL,425,0
100,1,"2020-07-03","2020-07-15",425,0
1,3,"2020-07-15",NULL,426,0
100,1,"2020-07-03","2020-07-15",426,0
1,3,"2020-07-15",NULL,427,0
100,1,"2020-07-03","2020-07-15",427,0
1,3,"2020-07-15",NULL,428,0
100,1,"2020-07-03","2020-07-15",428,0
1,3,"2020-07-15",NULL,429,0
100,1,"2020-07-03","2020-07-15",429,0
1,3,"2020-07-15",NULL,430,0
100,1,"2020-07-03","2020-07-15",430,0
1,3,"2020-07-15",NULL,431,0
100,1,"2020-07-03","2020-07-15",431,0
1,3,"2020-07-15",NULL,432,0
100,1,"2020-07-03","2020-07-15",432,0
1,3,"2020-07-15",NULL,433,0
100,1,"2020-07-03","2020-07-15",433,0
1,3,"2020-07-15",NULL,434,0
100,1,"2020-07-03","2020-07-15",434,0
0,1,"2020-07-05","2020-08-17",435,0
1,9,"2020-08-17","2020-09-01",435,1
9,7,"2020-09-01",NULL,435,0
0,1,"2020-07-05",NULL,436,0
1,9,"2020-08-04","2020-08-04",437,1
9,7,"2020-08-04",NULL,437,0
100,1,"2020-07-06","2020-08-04",437,0
1,9,"2020-08-04","2020-08-04",438,1
9,7,"2020-08-04",NULL,438,0
100,1,"2020-07-06","2020-08-04",438,0
1,9,"2020-08-04","2020-08-04",439,1
9,7,"2020-08-04",NULL,439,0
100,1,"2020-07-06","2020-08-04",439,0
1,3,"2020-07-26",NULL,440,0
100,1,"2020-07-07","2020-07-26",440,0
1,9,"2020-08-04","2020-08-04",441,1
9,7,"2020-08-04",NULL,441,0
100,1,"2020-07-07","2020-08-04",441,0
1,3,"2020-07-21",NULL,442,0
100,1,"2020-07-08","2020-07-21",442,0
1,3,"2020-07-08","2020-07-14",443,0
3,4,"2020-07-14",NULL,443,0
4,5,"2020-07-27",NULL,443,0
4,5,"2020-07-27",NULL,443,0
5,5,"2020-08-24",NULL,443,0
100,1,"2020-07-08","2020-07-08",443,0
1,9,"2020-08-04","2020-08-04",444,1
9,7,"2020-08-04",NULL,444,0
100,1,"2020-07-09","2020-08-04",444,0
1,9,"2020-08-04","2020-08-04",445,1
9,7,"2020-08-04",NULL,445,0
100,1,"2020-07-09","2020-08-04",445,0
